영화명,평점,리뷰
범죄도시2,10,너무 기대를 하면서 영화를 보러가서 혹여나 실망하진 않을까 한편으론 걱정도 했어요영화가 시작하자마자 그런 걱정은 씻은듯이 사라지고 계속 웃으면서 봤습니다범죄도시 1에 비해서 스릴이나 긴장감은 떨어지지만 그만큼 코믹 요소가 있어서 실망 할 일이 없었어요!!그렇다고해서 아예 코믹영화는 아니구요오랜만에 돈 아깝지 않은 영화였습니당
승리호,10,아이들과 재미있게 봤어요
범죄도시2,10,마석동 대사 허나하나가 너무 웃김ㅋㅋ진짴ㅋ그냥 영화가 너무 웃기고 재미씀
범죄도시2,10,진짜 힐링햇습니다 코로나 아웃 영화
범죄도시2,10,재미있다! 이 한마디로 평할수밖에 없는 영화
범죄도시2,10,그냥 생각없이 볼수있어 재밌었어욤ㅎ
닥터 스트레인지: 대혼돈의 멀티버스,10,좋아요좋아요좋아오좋아요
범죄도시2,10,아깝지 않은 시간이었다
범죄도시2,10,그어떤영화도 이렇게 시원할수가없다. 사이다 그자체
범죄도시2,10,액션감동짱!! 마블리 첫등장 소름.   범죄도시 1 능가 정말 시원한 영화
범죄도시2,10,진짜 너무 재밌어요 안보면 후회하실거에요
범죄도시2,10,아너무재밌게 봤습니당..!!
드림걸즈,9,노래들이 정말 좋다
범죄도시2,10,중반이후더재밋어짐 손석구 진짜 달리기잘하더라
범죄도시2,8,상영관에 기대 하지 말고 가벼운 마음으로 가세요! 그러면 재밌게 보고 올 수 있어요~마동석 배우가 한국형 히어로물을 제대로 만들었네요!
닥터 스트레인지: 대혼돈의 멀티버스,6,리뷰보고 좀비물이라고 하길래 기대안했는데 좀비물이맞네요..
범죄도시2,10,아주 즐겁고 유쾌하게 본 오락영화
코다,10,마지막에 눈물 퐁퐁 ㅠㅠ
범죄도시2,10,마동석 역대급 액션!!! 스트레스 해소에 딱 좋음 강추임~!!!
범죄도시2,9,지루할 틈이 없어서 보기 좋았습니다 손석구 배우님 눈빛 살발하고 흥분해서 헐떡이는 감정도 몰입 엄청 됐습니다. 형사분들 연기가 조금 어색한 부분이 있었는데 영화 끝날때까지 지루하지 않고 몰입할 수 있어서 좋았습니다.
범죄도시2,10,구씨땜에 갔는데 마동석 매력있네요..구씨연기 너무 좋구요.또 보고 싶어요
범죄도시2,10,넘나재밌게봤어요!!
범죄도시2,2,너무 기대를 했나봐요 1편에 비해 아쉬움
언어의 정원,9,영상미 하나로 볼만한 가치가 있음
범죄도시2,8,손석구..악역 계속 해야겠는데..?
범죄도시2,10,"1탄 보다 재밌는 2편, 전편보다 신나게 재밌는 후편 그게 여기에 있습니다. 3편도 나오길 진심으로 기대합니다."
범죄도시2,10,너무 웃고 시원한 액션 최고입니다 .
범죄도시2,10,개인적으로 1보다 재밌게 봤습니다영화를 2시간동야 온전히 집중해서 잘못보는데 진짜 벌써끝나..? 싶었음ㅋㅋ
범죄도시2,10,시즌 3 도좀... 만들어주세염!!!ㅠㅠ
범죄도시2,10,개존잼진심 2나오면잼있기힘든데 핵존잼
범죄도시2,10,이터널스가 한국으로 넘어왔네요?K히어로 마동석을 위한 최고의 영화오랜만에 평점 남기는데 3년동안 제일 재밌게 본 영화! 그리고 후속작이 이렇게 재밌었던건 어벤져스 이후 처음입니다강추입니다 안보신분들 꼭 보세요
건파우더 밀크셰이크,8,2편도 나오려나..?
범죄도시2,10,너무 재밌게 봤습니다 꼭 보세요
범죄도시2,10,너무 재밌게 봤습니다 꼭 보세요
닥터 스트레인지: 대혼돈의 멀티버스,8,감독님이 히어로들보다 존재감이 더 커서 아쉬웠음 ㅠ
닥터 스트레인지: 대혼돈의 멀티버스,4,Cg과다 부끄러움은 나의몫
닥터 스트레인지: 대혼돈의 멀티버스,9,재밌었어요 약간 어린이영화스러운 느낌이 있지만!
범죄도시2,10,"마동석의 주먹연기와 주연,조연,단역들의 연기 조화는 너무너무 아름다웠다."
범죄도시2,10,시니리오도 탄탄하고 잠시도 지루함 없는 재미와 시원한 액션으로 속이 다 시원함.
범죄도시2,10,개존잼
범죄도시2,10,와 진짜 폭소했다... 다들 연기력이 너무 좋아지셨네 특히 악당역
범죄도시2,10,개 재밋습니다 ㅋㅋㅋㅋ 진짜
작은 신의 아이들,9,제8요일만큼 감동적
범죄도시2,8,K 슈퍼히어로 영화중간 악당 칼부림씬은 카타르시스 그 자체충분히 볼 만한 영화
어부바,10,엘빈 연기도 잘하고 아빠와케미가 잘 맞아 보는내 흐믓했읍니다.잘봤습니다.^^
범죄도시2,9,폭력에 적당히 버무러진 유머포인트가 재밌습니다
범죄도시2,10,액션쾌감!동석 앤 파이터
범죄도시2,10,너무재미있는영화였습니다 지금까지본영화중에최고였습니다
범죄도시2,10,잼잇어요 많이 웃었고 완전 스트라이크 히어로 ㅎㅎ잘만들엇네요
범죄도시2,10,솔직히 큰 기대 안하고 봤는데 완전 재미있다!!잔인하긴 한데 그런거 크게 안따지는 편이라 불편한거 없이  잘 봤다.액션씬도 엄청 통쾌함!! 꼭 보시길~!!!
기적,7,따뜻한 영화
영희,1,오징어게임의 로봇?
범죄도시2,10,재미잇어용 두번보고잇어요
닥터 스트레인지: 대혼돈의 멀티버스,8,"인피니티 사가 종료 후, 마블 영화를 관람하려면 사전 지식이 필요해지는 게 당연해졌지만 디즈니 플러스를 보지 않는 사람들이 보면 서사를 쉽게 받아들이지 못할 것 같아서 아쉽네요"
범죄도시2,10,15세치곤 잔인하다 할수있는데 엄마랑 가서 재미나게 봤음. 이정도 퀄리티면 3편도 기대해볼만
베어,10,보는 내내 행복했습니다. 동물을 사랑합시다. 그들도 이 지구의 주인들 입니다.
범죄도시2,10,
인질,5,한시간 반동안 관객이 인질임
범죄도시2,10,음향이 좀 별로였어요 타격감 살리는건 좋았지만너무 오바한 느낌이라 ..마동석의캐리라 .. 글쎄요ㅠ손석구씨가 멱살잡고 하드캐리한 범죄도시던데
매스,8,훌륭한 배우는 훌륭한 영화감독이 된다...클린트 이스트우드...멜 깁슨...덴젤 워싱턴...로버트 드니로...벤 어플렉(등등)
범죄도시2,10,재밌네요 마동석은 맨날 이렇게 연기 유지해도 평균은 갈듯
007 노 타임 투 다이,7,굿바이 다니엘 ㅜㅜ
범죄도시2,1,재미가 없음 리얼임 너무너무
닥터 스트레인지: 대혼돈의 멀티버스,6,"어제 영화관가서 보고왔어요.음,,, 왜 이게 12세인지 모르겠어요. 성인한테는 괜찮겠지만 잔인한 장면 많고, 제 친구는 계속 눈을 질끈 감더라구요. 감독이 샘레이미 감독인지라 호러영화스럽게 나온다고 듣긴 했는데 12세보단 15세나 18세가 나을 것 같네요. 그리고 일루미나티를 이렇게 소모하는 것에 대해 너무 실망했어요. 캡틴 카터, 캡틴 마블, 프로페서X, 블랙볼트가 이렇게 쉽게 죽는다고? 하면서 엄청 허무했어요.다음부턴 샘레이미 감독이 메가폰 안잡았으면 좋겠네요.그래도 주연들 연기는 최고였습니다. 특히 리지 연기 진짜ㅠㅠㅠ+음표로 싸우는거보고 헛웃음 나왔어요,,ㅎ;;"
범죄도시2,10,진짜 진짜 진짜 개재밋다
범죄도시2,8,스토리 전개가 생각보다 좋음근데 마동석 살짝 부자연스러운 대사?
범죄도시2,10,
범죄도시2,10,1편 보다 훨씬 재밌습니다~강추요!
범죄도시2,10,진짜 존나재밌음 근래본거중 1등
범죄도시2,10,1보가 범죄도시2가 더 재밌는거같아요!!
범죄도시2,10,누가 5냐??... ㅡㅡ
범죄도시2,10,간만에 영화다운 영화본듯요
극장판 엉덩이 탐정: 수플레 섬의 비밀,2,티비가나아요비추요비추
범죄도시2,10,니가 가면 수사야! 니가 소개팅 나가잖아? 그것도 수사야!
범죄도시2,8,
범죄도시2,10,극장  오랜만...오랜만에 재밌게 봤다
범죄도시2,10,간만에 재미있었습니다 굿바이코로나 ㅣㅣ
범죄도시2,10,마동석 주먹에서 총소리나는데요
범죄도시2,10,너무 재밌게 잘 보고왔습니다 bb관람객들 찐웃음이 중간중간 터져나오네요
범죄도시2,10,
범죄도시2,9,히어로물 느낌 시작부터 끝까지 시원함타격감 만큼 전개도 시원시원하게 감회장 사모님 멋지심
악의 연대기,9,재밌게 봤습니다. 제목을 참 잘 지은듯
범죄도시2,10,진짜 재밌음 꼭 보는걸 추천함
행복을 찾아서,10,슬퍼 ㅠㅠㅠ 지하철 동굴에서 나도 울었다
범죄도시2,4,1편에 비해 많이 떨어집니다 워낙 1편이 연기력 연출이 좋아서 확실히 2편은 연출 편집이 어설프며 연기력도 동시녹음한 몇장면은 못봐줄 정도1편에 기댄 영화라 추천하기엔 무리
범죄도시2,10,1편만큼 재밌습니다. 역시 마블리!!♡
범죄도시2,10,1편만큼 재밌었음 ㅋㅋ 이번에는 15세관람가 하려고 사람죽이는장면 몇몇장면을빼고는 직접적으로 보여주는게 없지만 마동석의 액션 보는 재미로 보는영화라 1편 재밌게 봣다면 킬링타임으로 괜찮음
범죄도시2,10,진짜 재밌네요.. 근래 본 영화중 제일가는듯
닥터 스트레인지: 대혼돈의 멀티버스,8,완다의 모성애가 만든 대혼돈의 서막
샹치와 텐 링즈의 전설,10,양조위 하드캐리
레드 드래곤,6,한니발 타이틀만 없었으면 그냥 평범한 싸이코의 살인 스릴러가 될뻔..
범죄도시2,10,말할것도없이 너무 재밌었음 인생영화
범죄도시2,10,ㄹㅈㄷ 진짜 너무 재밌다
범죄도시2,8,난 진지한거 좋아해서 1편이 더 잼있었음~
범죄도시2,10,구웃 믿고보는 마동석 최고입니다
용과 주근깨 공주,7,내용은 별로지만 노래가 자꾸 생각남
신비한 동물들과 덤블도어의 비밀,8,"마법세계답게 마법연출 멋져서 눈이 즐거워요.그리고 바뀐 그렌델왈드도 좋고, 모든 출연자들 연기 말할 필요가 있겠슴까..이번편 잘안되면 신동사 다음편 안나온다고 하던데 에디 레드메인의 뉴트 스캐맨더 계속 보고 싶어요..제말 담편 꼭 나오길 바랍니다!전편이 스토리라인이 워낙 구려서 기대감없이 본다면 재밌게 볼 수 있을 것 같아요! 최대한 전편 떡밥 줍줍하고 정리하려고 하더라구요!"
범죄도시2,8,범족도시1보다 잼있네요
사도,9,세자의 울분이 잘 느껴지고 부자간의 불화가 잘 느껴짐
범죄도시2,10,
범죄도시2,10,통쾌하다ㅋㅋ 명불허전
범죄도시2,10,그래서 누가 5인데?...
가을의 전설,10,브래드 피트한테 홀린다
범죄도시2,10,시리즈로 계속 내주세요
범죄도시2,10,
모비딕,5,약간의 기대를 가지고 봤지만 그닥 ㅋㅋㅋ솔직히 시간이 아까웠다..
고장난 론,9,유치한듯하지만 감동적임
범죄도시2,10,까불인데요.까불지말고 일로와 이시키야
리버댄스: 애니메이션 어드벤처,1,10점이라고? ㅡㅡ 이거 틀어줘서 애들한테 혼났음;;
범죄도시2,10,마동석이 마동석했다! 명불허전 믿고보는 마동석 한층 더 업그레이드된 격투신과 유머까지 잡은 최고의 영화!
인질,5,"""악마를 보았다""는 스타일로 잘 녹여냈으나 이 영화는 B급의 감성이 너무 강하다"
범죄도시2,10,어쩜이래ㅋㅋ한국영화는 죽지 않았다!!
이터널스,9,페이즈4 빌드업
범죄도시2,10,처음부터 끝까지 지루한 적 단 한번도 없음. 1보다 더 재밌기 어려운데 더 재밌어요. 진짜 개강추합니다.
레드 스패로,7,괜찬았음
범죄도시2,10,"코미디요소, 액션들이 많아 너무 재밌어요.. 또 보고싶네요 :D"
범죄도시2,9,1보다 아쉬운 점도 있지만 진짜 시원시원하니 재밌
범죄도시2,10,스트레스 풀림 그냥 시간순삭!
범죄도시2,10,역시 마동석! 1편하고 동일한 서사로 흘러가지만 훨씬 더 잔인한 것 같아요. 손석구 연기도 최고!
범죄도시2,10,장첸보다 강해상이었음 최고! 너무 시원했다
범죄도시2,10,"진짜 진짜 재미있게 봤어요! 스토리 구성, 연기, 재미 하나 빠질 것 없는 완벽한 영화였습니다ㅎㅎ"
닥터 스트레인지: 대혼돈의 멀티버스,10,정말 공포버전의 닥터스트레인지를 봤다고 해도 과언이 아니였어요~ 볼거리가 화려해요
범죄도시2,10,까불다가 동석이형한테 혼나는거야 그냥
주유소 습격사건 2,1,경찰은 뭐하다 그리도 늦게 온거냐!
범죄도시2,10,손석구 연기에 지리고 오지고 렛잇고
범죄도시2,10,까불인데요까불고있어  퍽!
범죄도시2,10,존잼 히히 코로나 없어져가는개 체감되는 꽉 찬 관객과 다같이 웃는 웃음소리까지 ㅠ 영화도 재밌고 선선한 시기도 좋은 완벽한 시간이았음
범죄도시2,10,너무 잼써요 ㅎㅎ 와이프랑 재밌게 봤어요
닥터 스트레인지: 대혼돈의 멀티버스,1,다른 히어로들은 왜 안 도와주러오냐 ㅋㅋ
범죄도시2,10,
닥터 스트레인지: 대혼돈의 멀티버스,10,
범죄도시2,10,"이 영화는 올해 본것중에 젤 재밌습니다손석구,마동석의 연기 플러스 액션 플러스 가메라 움직임까지 진짜 액션이 너무너무 시원하고 재밌고 코미디도 많이 첨가해 진짜 영화자체가 완벽합니다범죄도시 1을 본사람이라면 훨씬 재밌습니다 정말 꼭보세요 영화관에서 안보시면 후회합니다"
범죄도시2,10,완전 멋져 !! 구씨 미쳤다
범죄도시2,10,
범죄도시2,1,1.  웃기려는 의도는 좋았으나오히려  영화몰입을 방해하는  찐따코드의노잼유머가 너무 많음2.  유치하고 오글거리는 마동석  띄워주기(제발 적당히 좀 하자)3.  실화바탕인데도 불구하고 1편 세계관을 연결시키다보니  억지스러운 설정이 나와서  현실성 떨어짐4.  총평 : 평점7점정도의 그냥 한번볼만한 킬링타임용 영화
범죄도시2,10,미쳤다 진짜 찢었다ㅋㅋㅋ대흥행하길 와 유쾌상쾌통쾌 오랜만에 겁나 웃었네
범죄도시2,10,"기립박수 치고싶은 영화,,,,최고 ~ 재미있음또 보고싶음 여운 왕 길어서 미쳐불겠음"
동네사람들,8,나름 볼만함 이상엽 시그널때도 그렇고 서늘한 악역 잘어울려
모비우스,9,"비교하기는 애매하지만 최근나온,스파이더맨, 베트맨,베놈 보다  더재밌었음"
범죄도시2,10,장이수형 사랑해여 푸하헤후히재밌어요
닥터 스트레인지: 대혼돈의 멀티버스,10,화려한 영상과 지루함이 전혀 느껴지지않는  액션과 적당한 호러가 잘 어우려져 있는 마블  최고의 작품..
범죄도시2,8,형만한 아우없네요 생각만큼 긴장감 있진않았어요
범죄도시2,10,시즌1보다 더 잼나는 2 !!!손석구 마동석 액션씬 장난 아님!!!간만에 넘 잼나는 영화임
범죄도시2,10,너무 재밌게 봤어요.
귀멸의 칼날: 나타구모산 편 ,8,재밌다
범죄도시2,10,간만에 시원하게 통쾌하게 웃으면서 본 영화영화관에서 팝콘먹으며 보는게 참 행복한 걸 다시 느낌
범죄도시2,10,강해상 맞는게 너무찰짐ㅋㅋ
범죄도시2,10,"개꿀잼임. 잔인한 거 못 보는데, 별로 안 잔인하고 재밌음"
범죄도시2,10,1편 재밌게 봤는데 2편도 ㄹㅇ 개꿀잼이었다 ㅋㅋ 근데 1편에서 패러디 한 게 좀 많아서 이 느낌 그대로 3편 나오면 뇌절일듯
