영화명,평점,리뷰
"['마틸다', '10', '꼬마 여주인공이 넘 귀엽구 예쁘당..ㅎㅎ']","['써니', '10', '']","['노바디 ', '8', '고구마 포인트가 없이 시원한 액션이 좋아요']","['조선명탐정: 흡혈괴마의 비밀', '7', '전작들에 비해 비현실적 스토리가 흠입니다... 그 외 여전한 코믹 요소들은 괜찮음. 후속작은 힘들 듯 싶기도 하지만 한국 첫 시리즈물로서 후속작이 나와주면 좋겠다는 생각을 했습니다.']","['뜨거운 피', '4', '대사도 대사지만 무엇보다도카메라 기법이 너무 별로였습니다.어지럽고 명확하게 보일 수 있는장면도 흔들려서 많이 어지러웠음.']","['킹 리차드', '10', '아버지에 대한 이야기라기 보다 가족 전체의 노력과 희생 그리고 성공에 대한 이야기라 더 좋았습니다. 테니스 장면 연출 좋았아요.']","['돈 룩 업', '8', '디카프리오 연기 최고..미국영화중 뻔하지 않는 영화네요']","['더 배트맨', '8', '러닝타임이 조금만 짧았으면 더 재미있었을것 같네요']","['나의 촛불', '1', '제발 정신좀 차리고 선동당하지말고 진실을 보자  진실이 맞는지 알아보고 검증해봐라그저 내가 좋아하는 사람이 하는말이니까 무조건 맞다고 믿지말고']","['수퍼 소닉', '10', '재미있게 볼만합니다! 수퍼소닉2도 기대되네요']"
