영화명,평점,리뷰
"['극장판 귀멸의 칼날: 무한열차편', '2', '캐릭터들 회상씬 길이가 무한열차였다. 탄지로는 가족에게서 50m 멀어지는데 3분이나 걸렸다. 그리고 혈귀가 두마리나 습격해왔는데 세상 편하게 보초 한명 서는 사람 없이 잠 자다가 밧줄에 묶이는게 영 이해가 안갔다. 작붕은 없는게 당연한 것이다. 액션씬에서의 슬로우모션은 의도가 이해가 안간다. 그러나 귀칼 팬에게는 재미있을 법 하다. 캐릭터 서사에 이야기가 집중되어 있으니까. 그러나 일반인 입장에서는 별로 궁금하지가 않다. 눈 요깃거리로 보려고 했지만 작화 빼고 모든 부분에서 영화관에 걸리기에는 수준 미달이었다. 이제 모두 비추 테러를 해주기 바란다. 나는 이 평점에 속아 더이상 희생 되는 사람이 없기를 바라며 상당히 늦은 시점에 글을 남긴다.']","['뜨거운 피', '7', '아무생각 안하고 보기 좋은 팝콘영화에요.']","['복수는 나의 것', '8', '1979년 영화에 배경이 60년대인데도 스타일이 살아있다. 감독의 연출이 놀랍다. 그다지 재미있지는 않았다.']","['뜨거운 피', '6', '뜨거운 피 잘봤습니다.']","['스펜서', '6', '스펜서, 잘 봤습니다.']","['모비우스', '7', '시놉 개연성이 많이 떨어진다. 평이 안좋아서 아무기대없이 봐서 그럭저럭 볼만은 했음']","['킹 리차드', '7', '킹 리차드 잘 봤습니다.']","['인비저블 게스트', '10', '정말정말 재미있게 본 몇안되는 영화!!!!']","['더 배트맨', '8', '멋있었고..계속 둘의 키스를 염원하던 나를 발견 ㅎㅎ;;다 섹시하고 멋있고 재밌어..']","['문폴', '8', '...아침에 내시경 받고 영화보러 갔는데 30분쯤부터 잤다...일어나니 끝나있었다....내시경이 덜 깨서 그런 것이겠지?']","['이상한 나라의 수학자', '10', '와 마지막에 둘이 다시 만나는 장면...']","['트루먼 쇼', '10', '인류 역사상 가장 명작이라고 생각함']","['레전드', '10', '톰하디가피는담배는무죄..진짜개존멋이네ㅠ여주도왜케매력철철이여ㅜㅜ']","['모비우스', '6', '안티히어로 평행이론 뿐인가']","['화양연화', '8', '꽃다운 시절 달 같던 생기']","['모비우스', '6', '언제까지 마블영화를 의리로 봐야하는가...엔드게임 이후로 마블영화가 갈피를 못잡고 길을 잃어버려 보이는건 나뿐인건가..엔드게임 전 시리즈는 그 다음영화와 연결이 되는데 엔드게임 이후로는 빌런도 너무 생각외로 약하고 매력도 없고 그 다음 영화와 이어지는게 너무 약하다..그렇다고 DC영화가 또 재미있는게 나오는것도 아니고 난 이제 어떤 영화를 의지하며 살아야는가']","['조 블랙의 사랑', '8', '죽음도 사랑을 한다. 사랑을 하자.']","['패러렐 마더스', '6', '중반부까지의 내용과 후반 결말이 투박하게 연결되어 강력했던 영화의 몰입감이 사라졌다.']","['위크엔드 어웨이', '8', '잼있게봤어요 첨부터 끝까지 긴장감. 당신이 생각한사람이 아닌게 반전.']","['미나리', '8', '매우 훌륭한 이야기라고 생각함. 그러나 스티브연의 너무나 유창한 영어연기와 그에 비해 어색한 한국어연기와 중간중간 어색한 호흡의 편집이 아쉽다.']"
